Page_Number,Sutra,Book_Name,Sanskrit,Romanised_Sanskrit,Meaning,Question,Hindi_Question,Answer,Hindi_Answer,Reference_Link
11,62,Haṭha Yoga Pradīpikā,"भोजनमहितं विद्यात्पुनरस्योष्ह्णी कॄतं रूक्ष्हम |
अतिलवणमम्ल युक्तं कदशन शाकोत्कं वर्ज्यम ||","bhojanamahitaṃ vidyātpunarasyoṣhṇī kṝtaṃ rūkṣhama |
atilavaṇamamla yuktaṃ kadaśana śākotkaṃ varjyama ||","Food heated again, dry, having too much salt, sour, minor grains, and vegetables that cause burning sensation, should not be eaten, Fire, women, travelling, etc., should be avoided.",,,,,https://gyanbharatam.com/manuscript/view?id=9f06fbc7 3682 4966 8d7c 8fb86aaa0275
11,61-62,Haṭha Yoga Pradīpikā,"कट्वाम्ल तीक्ष्ह्ण लवणोष्ह्ण हरीत शाक 
सौवीर तैल तिल सर्ष्हप मद्य मत्स्यान |
आजादि मांस दधि तक्र कुलत्थकोल 
पिण्याक हिङ्गु लशुनाद्यमपथ्यमाहुः ||
""भोजनमहितं विद्यात्पुनरस्योष्ह्णी कॄतं रूक्ष्हम |
अतिलवणमम्ल युक्तं कदशन शाकोत्कं वर्ज्यम ||","kaṭvāmla tīkṣhṇa lavaṇoṣhṇa harīta śāka 
sauvīra taila tila sarṣhapa madya matsyāna |
ājādi māṃsa dadhi takra kulatthakola 
piṇyāka hiṅgu laśunādyamapathyamāhuḥ ||
""bhojanamahitaṃ vidyātpunarasyoṣhṇī kṝtaṃ rūkṣhama |
atilavaṇamamla yuktaṃ kadaśana śākotkaṃ varjyama ||",,What specific foods are strictly prohibited for a Yogi?,"
योगी के लिए कौन-कौन से विशिष्ट खाद्य पदार्थ पूरी तरह से वर्जित हैं?","A Yogi should avoid foods that are bitter, sour, pungent, salty, heating, and dry. Specifically prohibited items include: sour gruel, oil, mustard, sesame, fish, meat, alcohol, curds, buttermilk, horse gram , fruit of the jujube, oil cakes, asafoetida, and garlic. Reheated or stale food is also forbidden. ","योगी को कड़वे, खट्टे, तीखे, नमकीन, गर्म और सूखे खाद्य पदार्थों से परहेज करना चाहिए। विशेष रूप से वर्जित वस्तुओं में शामिल हैं: खट्टी दलिया, तेल, सरसों, तिल, मछली, मांस, शराब, दही, छाछ, चना दाल, बेर, खली, हींग और लहसुन। दोबारा गर्म किया हुआ या बासी भोजन भी वर्जित है।",https://gyanbharatam.com/manuscript/view?id=9f06fbc7 3682 4966 8d7c 8fb86aaa0275
11,63,Haṭha Yoga Pradīpikā,वह्नि सत्री पथि सेवानामादौ वर्जनमाछरेत || ६३ ||,vahni strī pathi sevānāmādau varjanamācharet || 63 ||,"As said by Gorakṣa, one should keep aloof from the society of the evil minded, fire, women, travelling, early morning bath, fasting, and all kinds of bodily exertion.",,,,,https://gyanbharatam.com/manuscript/view?id=9f06fbc7 3682 4966 8d7c 8fb86aaa0275
11,64,Haṭha Yoga Pradīpikā,"तथा हि गोरक्ष्ह वछनम
वर्जयेद्दुर्जन परान्तं वह्नि सत्री पथि सेवनम |
परातः सनानोपवासादि काय कलेश विधिं तथा || ६४ ||","tathā hi ghorakṣha vachanam
varjayeddurjana prāntaṃ vahni strī pathi sevanam |
prātaḥ snānopavāsādi kāya kleśa vidhiṃ tathā || 64 ||","Wheat, rice, barley, shâstik (a kind of rice), good corns, milk, ghee, sugar, butter, sugarcandy, honey, dried ginger, Parwal (a vegetable) the five vegetables, moong, pure water, these are very beneficial to those who practise Yoga.",,,,,https://gyanbharatam.com/manuscript/view?id=9f06fbc7 3682 4966 8d7c 8fb86aaa0275
12,65,Haṭha Yoga Pradīpikā,"गोधूम शालि यव षहाष्ह्टिक शोभनान्नं
कष्हीराज्य खण्ड नवनीत सिद्धा मधूनि |
शुण्ठी पटोल कफलादिक पञ्छ शाकं
मुद्गादि दिव्यमुदकं छ यमीन्द्र पथ्यम ||","godhūma śāli yava ṣahāṣhṭika śobhanānnaṃ
kaṣhīrājya khaṇḍa navanīta siddhā madhūni |
śuṇṭhī paṭola kaphalādika pañcha śākaṃ
mudgādi divyamudakaṃ cha yamīndra pathyama ||","A Yogî should eat tonics (things giving strength), well sweetened, greasy (made with ghee), milk, butter, etc., which may increase humors of the body, according to his desire.",Which foods promote overall health?,कौन से खाद्य पदार्थ समग्र स्वास्थ्य को बढ़ावा देते हैं?,"Overall good health is supported by pure, light and easily digestible foods. One should focus on consuming simple grains like wheat and rice, nourishing items like milk, ghee, and honey, and light vegetables. These foods are easy to digest and give the body steady energy and mental clarity.","संपूर्ण स्वास्थ्य के लिए शुद्ध, हल्का और आसानी से पचने वाला भोजन आवश्यक है। हमें गेहूं और चावल जैसे साधारण अनाज, दूध, घी और शहद जैसे पौष्टिक पदार्थ और हल्की सब्जियां खानी चाहिए। ये खाद्य पदार्थ आसानी से पच जाते हैं और शरीर को निरंतर ऊर्जा और मानसिक स्पष्टता प्रदान करते हैं।",https://gyanbharatam.com/manuscript/view?id=9f06fbc7 3682 4966 8d7c 8fb86aaa0275
12,64-65,Haṭha Yoga Pradīpikā,"तथा हि गोरक्ष्ह वछनम
वर्जयेद्दुर्जन परान्तं वह्नि सत्री पथि सेवनम |
परातः सनानोपवासादि काय कलेश विधिं तथा ||
""गोधूम शालि यव षहाष्ह्टिक शोभनान्नं
कष्हीराज्य खण्ड नवनीत सिद्धा मधूनि |
शुण्ठी पटोल कफलादिक पञ्छ शाकं
मुद्गादि दिव्यमुदकं छ यमीन्द्र पथ्यम ||","tathā hi gorakṣha vachanama
varjayeddurjana parāntaṃ vahni satrī pathi sevanama |
parātaḥ sanānopavāsādi kāya kaleśa vidhiṃ tathā ||
""godhūma śāli yava ṣahāṣhṭika śobhanānnaṃ
kaṣhīrājya khaṇḍa navanīta siddhā madhūni |
śuṇṭhī paṭola kaphalādika pañcha śākaṃ
mudgādi divyamudakaṃ cha yamīndra pathyama ||",,What specific foods are recommended as good for a Yogi?,,"The recommended foods include: Wheat, rice, barley, milk, ghee, sugar, butter, honey, dry ginger, the five pot-herbs, moong beans, and pure water. The food should be nourishing, sweet, mixed with ghee and milk, and pleasing to the taste.","अनुशंसित खाद्य पदार्थों में शामिल हैं: गेहूं, चावल, जौ, दूध, घी, चीनी, मक्खन, शहद, सूखा अदरक, पांच प्रकार की जड़ी-बूटियां, मूंग दाल और शुद्ध पानी। भोजन पौष्टिक, मीठा, घी और दूध से मिश्रित और स्वाद में सुखद होना चाहिए।",https://gyanbharatam.com/manuscript/view?id=9f06fbc7 3682 4966 8d7c 8fb86aaa0275
12,66,Haṭha Yoga Pradīpikā,"पुष्ह्टं सुमधुरं सनिग्धं गव्यं धातु परपोष्हणम |
मनोभिलष्हितं योग्यं योगी भोजनमाछरेत || ६६ ||","puṣhṭaṃ sumadhuraṃ snighdhaṃ ghavyaṃ dhātu prapoṣhaṇam |
manobhilaṣhitaṃ yoghyaṃ yoghī bhojanamācharet || 66 ||","Whether young, old or too old, sick or lean, one who discards laziness, gets success if he practises Yoga.",,,,,https://gyanbharatam.com/manuscript/view?id=9f06fbc7 3682 4966 8d7c 8fb86aaa0275
12,67,Haṭha Yoga Pradīpikā,"युवो वॄद्धो|अतिवॄद्धो वा वयाधितो दुर्बलो|अपि वा |
अभ्यासात्सिद्धिमाप्नोति सर्व योगेष्ह्वतन्द्रितः || ६७ ||","yuvo vṝddho|ativṝddho vā vyādhito durbalo|api vā |
abhyāsātsiddhimāpnoti sarva yogheṣhvatandritaḥ || 67 ||","Success comes to him who is engaged in the practice. How can one get success without practice; for by merely reading books on Yoga, one can never get success.",,,,,https://gyanbharatam.com/manuscript/view?id=9f06fbc7 3682 4966 8d7c 8fb86aaa0275
12,68,Haṭha Yoga Pradīpikā,"करिया युक्तस्य सिद्धिः सयादक्रियस्य कथं भवेत |
न शास्त्र पाठ मात्रेण योग सिद्धिः परजायते ||","kariyā yuktasya siddhiḥ sayādakriyasya kathaṃ bhaveta |
na śāstra pāṭha mātreṇa yoga siddhiḥ parajāyate ||","Success cannot be attained by adopting a particular dress (Veṣa). It cannot be gained by telling tales. Practice alone is the means to success. This is true, there is no doubt.",How is success defined in Yoga?,योग में सफलता को कैसे परिभाषित किया जाता है?,"Success in Yoga comes from action, not just talk. You cannot reach your goals just by reading books or wearing traditional clothes. True success is the result of showing up and doing the actual practice (Kriya) every single day.","योग में सफलता केवल बातों से नहीं, कर्मों से मिलती है। आप केवल किताबें पढ़कर या पारंपरिक वस्त्र पहनकर अपने लक्ष्य तक नहीं पहुँच सकते। सच्ची सफलता तो प्रतिदिन अभ्यास करने और क्रिया करने से ही प्राप्त होती है।",https://gyanbharatam.com/manuscript/view?id=9f06fbc7 3682 4966 8d7c 8fb86aaa0275
12,69,Haṭha Yoga Pradīpikā,"न वेष्ह धारणं सिद्धेः कारणं न छ तत कथा |
करियैव कारणं सिद्धेः सत्यमेतन्न संशयः ||","na veṣha dhāraṇaṃ siddheḥ kāraṇaṃ na cha tata kathā |
kariyaiva kāraṇaṃ siddheḥ satyametanna saṃśayaḥ ||","Âsanas (postures), various Kumbhakas, and other divine means, ",,,,,https://gyanbharatam.com/manuscript/view?id=9f06fbc7 3682 4966 8d7c 8fb86aaa0275
12,70,Haṭha Yoga Pradīpikā,"पीठानि कुम्भकाश्छित्रा दिव्यानि करणानि छ |
सर्वाण्यपि हठाभ्यासे राज योग फलावधि ||","pīṭhāni kumbhakāśchitrā divyāni karaṇāni cha |
sarvāṇyapi haṭhābhyāse rāja yoga phalāvadhi ||","all should be practised in the practice of Haṭha Yoga, till the fruit—Râja Yoga—is obtained.",,,,,https://gyanbharatam.com/manuscript/view?id=9f06fbc7 3682 4966 8d7c 8fb86aaa0275
15,6-7,Haṭha Yoga Pradīpikā,"बद्ध पद्मासनो योगी पराणं छन्द्रेण पूरयेत |
धारयित्वा यथा शक्ति भूयः सूर्येण रेछयेत ||
पराणं सूर्येण छाकॄष्ह्य पूरयेदुदरं शनैः |
विधिवत्कुम्भकं कॄत्वा पुनश्छन्द्रेण रेछयेत ||","baddha padmāsano yogī parāṇaṃ chandreṇa pūrayeta |
dhārayitvā yathā śakti bhūyaḥ sūryeṇa rechayeta ||
parāṇaṃ sūryeṇa chākṝṣhya pūrayedudaraṃ śanaiḥ |
vidhivatkumbhakaṃ kṝtvā punaśchandreṇa rechayeta ||","Sitting in the Padmâsana posture the Yogî should fill in the air through the left nostril (closing the right one); and, keeping it confined according to one's ability, it should be expelled slowly through the sûrya (right nostril). Then, drawing in the air through the sûrya (right nostril) slowly, the belly should be filled, and after performing Kumbhaka as before, it should be expelled slowly through the chandra (left nostril). ",How can the mind be effectivley calmed?,मन को प्रभावी ढंग से शांत कैसे किया जा सकता है?,"The mind can be effectively calmed by practicing Anulom Vilom (Alternate Nostril Breathing). To do this, sit in a stable posture with a straight spine and use your fingers to alternately breathe through the left and right nostrils. This rhythmic breathing balances the nervous system and purifies the energy channels, quickly removing stress and bringing deep mental tranquility.","अनुलोम विलोम (एक के बाद एक नासिका श्वास) का अभ्यास करने से मन को प्रभावी ढंग से शांत किया जा सकता है। इसके लिए, रीढ़ सीधी रखते हुए स्थिर मुद्रा में बैठें और उंगलियों का उपयोग करके बारी बारी से बाएं और दाएं नासिका छिद्र से सांस लें। यह लयबद्ध श्वास तंत्रिका तंत्र को संतुलित करती है और ऊर्जा नलिकाओं (नाड़ियों) को शुद्ध करती है, जिससे तनाव जल्दी दूर होता है और गहरी मानसिक शांति प्राप्त होती है।",https://gyanbharatam.com/manuscript/view?id=9f06fbc7 3682 4966 8d7c 8fb86aaa0275
